id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,bmi,children,smoker,region,expenses
565,Male,24,1,11,1,< 1 Year,No,36316,152,64,0,32.1,2,no,southeast,2801.26
566,Male,57,1,7,0,1-2 Year,Yes,2630,124,52,0,30.5,0,no,northwest,2128.43
567,Female,32,1,43,0,< 1 Year,No,2630,152,167,0,40.6,1,no,northwest,6373.56
568,Male,68,1,8,0,1-2 Year,Yes,112974,26,206,0,30.6,2,no,northwest,7256.72
569,Male,40,1,4,0,1-2 Year,Yes,33466,124,120,1,31.9,5,no,southwest,11552.9
570,Male,37,1,30,0,1-2 Year,Yes,29934,26,141,0,40.6,2,yes,northwest,45702.02
571,Female,27,1,17,1,< 1 Year,No,2630,151,24,0,29.1,0,no,southwest,3761.29
572,Female,21,1,47,0,< 1 Year,Yes,57982,160,89,0,37.3,1,no,southeast,2219.45
573,Female,46,1,28,0,1-2 Year,Yes,51568,11,216,0,43.1,2,no,southeast,4753.64
574,Male,55,1,28,0,1-2 Year,Yes,54115,55,114,0,36.9,1,no,northeast,31620
575,Male,79,1,29,0,1-2 Year,Yes,28777,26,220,0,34.3,2,no,northeast,13224.06
576,Female,22,1,8,0,< 1 Year,Yes,35461,152,90,0,27.2,0,no,northwest,12222.9
577,Female,52,1,7,0,1-2 Year,Yes,2630,157,19,1,26.8,0,no,southeast,1665
578,Male,22,1,30,1,< 1 Year,No,28001,152,226,0,38.1,1,yes,northeast,58571.07
579,Female,24,1,28,0,< 1 Year,Yes,31901,152,17,0,30.2,1,no,southwest,9724.53
580,Male,32,1,21,1,< 1 Year,No,25562,152,261,0,23.5,0,no,northeast,3206.49
581,Male,40,1,28,0,1-2 Year,Yes,34364,124,41,0,25.5,1,no,northeast,12913.99
582,Female,23,1,8,1,< 1 Year,No,48251,152,202,0,30.6,0,no,northwest,1639.56
583,Male,56,1,6,1,1-2 Year,Yes,20472,26,288,0,45.4,2,no,southeast,6356.27
584,Male,57,1,28,0,1-2 Year,Yes,31179,26,160,1,23.7,1,no,southeast,17626.24
585,Male,24,1,15,1,< 1 Year,No,33613,152,205,0,20.7,0,no,southwest,1242.82
586,Female,27,1,33,1,< 1 Year,No,2630,160,266,0,28.3,1,no,southeast,4779.6
587,Male,21,1,26,0,< 1 Year,Yes,25205,160,256,0,20.2,3,no,northeast,3861.21
588,Female,72,1,28,0,1-2 Year,Yes,61819,122,35,0,30.2,1,yes,northwest,43943.88
589,Female,25,1,6,0,< 1 Year,Yes,2630,152,288,0,35.9,0,no,northeast,13635.64
590,Female,21,1,7,1,< 1 Year,No,48103,160,135,0,30.7,1,no,southeast,5976.83
591,Male,24,1,45,0,< 1 Year,Yes,19848,152,115,0,29,0,no,southwest,11842.44
592,Female,25,1,24,1,< 1 Year,No,2630,152,36,0,19.6,1,no,northwest,8428.07
593,Male,26,1,30,1,< 1 Year,No,22102,152,97,0,31.1,2,no,southeast,2566.47
594,Female,75,1,46,1,1-2 Year,No,30356,26,288,0,21.9,1,yes,northeast,15359.1
595,Female,24,1,41,1,< 1 Year,Yes,21093,160,53,0,40.3,0,no,southeast,5709.16
596,Male,66,1,14,0,1-2 Year,Yes,40223,124,200,0,33.7,1,no,northeast,8823.99
597,Female,23,1,41,1,< 1 Year,No,32465,152,47,0,29.5,2,no,southeast,7640.31
598,Female,49,1,46,0,1-2 Year,Yes,25996,26,184,1,33.3,1,no,northeast,5594.85
599,Male,42,1,41,0,1-2 Year,Yes,35129,163,80,1,32.6,2,no,southwest,7441.5
600,Female,25,1,23,1,< 1 Year,No,19298,152,140,0,37.5,2,no,northwest,33471.97
601,Male,21,1,29,1,< 1 Year,No,28450,152,17,0,39.2,0,no,southeast,1633.04
602,Female,23,1,28,1,< 1 Year,No,28155,152,83,0,31.6,0,no,northwest,9174.14
603,Female,38,1,28,0,1-2 Year,Yes,26103,154,121,0,25.3,0,no,southwest,11070.54
604,Male,44,1,35,0,1-2 Year,Yes,2630,124,245,0,39.1,3,no,southeast,16085.13
605,Male,25,1,28,0,< 1 Year,Yes,60550,152,269,0,28.3,0,yes,northwest,17468.98
606,Male,38,1,28,0,1-2 Year,Yes,52970,124,106,0,34.1,0,no,southeast,9283.56
607,Female,24,1,13,1,< 1 Year,No,22649,152,243,0,25.2,0,no,northeast,3558.62
608,Female,23,1,27,0,< 1 Year,No,2630,152,103,0,23.7,0,yes,northwest,25678.78
609,Female,43,1,28,1,1-2 Year,No,2630,124,248,0,27,2,no,northeast,4435.09
610,Female,30,1,26,0,< 1 Year,Yes,2630,154,74,0,37.8,2,yes,southwest,39241.44
611,Female,49,1,28,1,1-2 Year,No,2630,124,100,0,29.4,1,no,southeast,8547.69
612,Female,22,1,30,1,< 1 Year,No,30724,152,271,0,34.8,2,no,southwest,6571.54
613,Female,45,1,8,0,1-2 Year,Yes,2630,26,96,1,33.2,0,no,northeast,2207.7
614,Male,72,1,28,0,1-2 Year,Yes,45683,26,270,0,19,3,no,northeast,6753.04
615,Male,25,1,8,1,< 1 Year,No,63124,152,136,0,33,0,no,southeast,1880.07
616,Male,64,1,28,1,1-2 Year,No,30068,26,237,0,36.6,1,yes,southeast,42969.85
617,Male,46,1,28,0,> 2 Years,Yes,64819,124,82,1,28.6,0,no,northeast,11658.12
618,Male,84,1,28,1,1-2 Year,No,49367,122,31,0,25.6,2,yes,southwest,23306.55
619,Male,46,1,28,0,> 2 Years,Yes,42534,124,168,0,33.1,0,yes,southeast,34439.86
620,Female,41,1,28,0,1-2 Year,Yes,35524,124,13,1,37.1,0,no,southwest,10713.64
621,Male,73,1,46,0,1-2 Year,Yes,41623,26,146,0,31.4,1,no,southwest,3659.35
622,Female,43,1,28,0,> 2 Years,Yes,37314,26,288,1,34.1,4,yes,southwest,40182.25
623,Male,47,1,9,0,1-2 Year,Yes,37752,26,235,0,21.3,1,no,southwest,9182.17
624,Male,55,1,28,1,1-2 Year,Yes,42394,26,142,0,33.5,0,yes,northeast,34617.84
625,Female,45,1,37,0,1-2 Year,Yes,35692,152,235,0,28.8,0,no,northwest,12129.61
626,Female,24,1,11,1,< 1 Year,No,38608,152,107,0,26,0,no,northwest,3736.46
627,Male,44,1,23,0,1-2 Year,Yes,42609,124,83,0,28.9,3,no,northeast,6748.59
628,Male,42,1,28,0,> 2 Years,Yes,34815,26,101,1,42.5,1,no,southeast,11326.71
629,Female,24,1,3,1,< 1 Year,No,28239,152,67,0,38,0,no,southwest,11365.95
630,Female,27,1,15,0,< 1 Year,No,28171,152,213,0,39,0,yes,northwest,42983.46
631,Male,21,1,26,1,< 1 Year,No,15945,160,160,0,36.1,1,no,southwest,10085.85
632,Female,22,1,40,1,< 1 Year,No,32851,152,234,0,29.3,0,no,southwest,1977.82
633,Female,22,1,14,1,< 1 Year,No,37508,152,260,0,35.5,0,no,southeast,3366.67
634,Female,44,1,40,0,1-2 Year,Yes,36790,26,266,0,22.7,2,no,northeast,7173.36
635,Male,21,1,4,0,< 1 Year,Yes,22577,152,204,0,39.7,1,no,southwest,9391.35
636,Male,36,1,46,0,1-2 Year,Yes,20819,26,137,0,38.2,0,no,northeast,14410.93
637,Male,24,1,28,1,< 1 Year,No,55467,152,84,0,24.5,1,no,northwest,2709.11
638,Female,53,1,8,0,1-2 Year,Yes,60483,7,30,0,38.1,2,no,northeast,24915.05
639,Male,52,1,28,1,1-2 Year,No,35031,26,88,0,26.4,0,yes,northeast,20149.32
640,Male,23,1,35,1,< 1 Year,No,34056,152,233,0,33.7,4,no,southeast,12949.16
641,Female,49,1,48,1,1-2 Year,No,2630,26,245,0,42.4,5,no,southwest,6666.24
642,Female,23,1,29,1,< 1 Year,No,27636,152,145,0,28.3,3,yes,northwest,32787.46
643,Female,23,1,41,1,< 1 Year,No,44043,152,65,0,33.9,0,no,northeast,13143.86
644,Male,40,1,28,0,1-2 Year,No,32854,122,149,0,35,3,no,northwest,4466.62
645,Male,23,1,15,1,< 1 Year,No,29541,152,258,0,35.3,2,no,southeast,18806.15
646,Female,21,1,36,1,< 1 Year,No,30389,152,27,0,30.8,3,no,northeast,10141.14
647,Male,30,1,28,0,1-2 Year,Yes,2630,157,298,0,26.2,1,no,northwest,6123.57
648,Male,57,1,46,1,1-2 Year,No,2630,26,166,0,23.4,3,no,northeast,8252.28
649,Male,55,1,28,1,1-2 Year,No,67745,124,93,0,28.5,0,no,northeast,1712.23
650,Male,50,1,4,0,1-2 Year,Yes,26821,26,296,0,33,0,no,northeast,12430.95
651,Female,44,1,28,0,1-2 Year,Yes,26567,26,215,0,42.7,2,no,southeast,9800.89
652,Male,25,1,28,0,< 1 Year,Yes,41654,26,233,0,39.6,1,no,southeast,10579.71
653,Male,43,1,23,0,1-2 Year,Yes,29155,154,277,0,31.1,0,no,southeast,8280.62
654,Male,24,1,41,1,< 1 Year,No,24773,152,277,0,36.3,2,no,southeast,8527.53
655,Female,59,1,18,0,1-2 Year,No,23322,124,133,1,35.2,0,no,southeast,12244.53
656,Male,23,1,44,0,< 1 Year,Yes,29267,152,41,0,25.3,2,yes,southeast,24667.42
657,Male,53,1,13,0,1-2 Year,Yes,2630,26,90,0,42.4,1,no,southwest,3410.32
658,Male,23,1,46,1,1-2 Year,Yes,2630,156,234,0,33.2,2,no,northwest,4058.71
659,Male,24,1,36,1,< 1 Year,No,36975,152,88,0,35.9,1,no,northeast,26392.26
660,Female,24,1,28,0,< 1 Year,Yes,32681,152,116,0,28.8,4,no,northeast,14394.4
661,Male,60,1,28,0,1-2 Year,Yes,68548,26,298,0,46.5,3,no,southeast,6435.62
662,Female,34,1,29,0,1-2 Year,Yes,30045,26,119,1,24,1,no,southeast,22192.44
663,Male,29,1,28,1,< 1 Year,No,25850,152,125,0,31.5,1,no,northeast,5148.55
664,Female,21,1,46,1,< 1 Year,No,41238,152,195,0,33.7,0,no,southeast,1136.4
665,Male,25,1,14,1,< 1 Year,No,39723,152,278,0,23,0,yes,southeast,27037.91
666,Female,45,1,35,1,1-2 Year,No,52448,26,105,0,38.1,2,yes,southeast,42560.43
667,Female,22,1,47,1,< 1 Year,No,24233,152,231,0,28.7,1,no,southwest,8703.46
668,Male,55,1,17,1,1-2 Year,No,36693,26,212,0,32.8,2,yes,northwest,40003.33
669,Male,45,1,33,0,1-2 Year,Yes,23958,26,35,1,32,0,yes,northeast,45710.21
670,Female,23,1,28,1,< 1 Year,No,49577,152,55,0,29.8,1,no,southeast,6500.24
671,Male,26,1,47,1,< 1 Year,No,33045,152,188,0,31.6,3,no,southeast,4837.58
672,Male,68,1,28,0,1-2 Year,Yes,45626,26,68,0,31.2,0,no,northeast,3943.6
673,Female,63,1,28,0,1-2 Year,Yes,2630,26,172,0,29.7,0,no,southeast,4399.73
674,Male,27,1,36,1,< 1 Year,No,32286,152,75,0,31,0,no,southeast,6185.32
675,Female,37,1,28,0,1-2 Year,Yes,45037,26,238,1,43.9,2,yes,southeast,46200.99
676,Female,48,1,28,1,1-2 Year,No,45148,124,240,0,21.4,0,no,northwest,7222.79
677,Female,35,1,35,0,1-2 Year,Yes,37646,26,198,0,40.8,3,no,southeast,12485.8
678,Male,71,1,28,1,1-2 Year,No,33685,122,10,0,31.4,3,yes,northwest,46130.53
679,Male,31,1,39,0,< 1 Year,Yes,2630,26,166,1,36.1,3,no,southwest,12363.55
680,Male,53,1,29,0,1-2 Year,Yes,2630,156,141,0,23.2,2,no,northwest,10156.78
681,Male,22,1,41,1,< 1 Year,No,31827,152,69,0,17.4,1,no,southwest,2585.27
682,Female,67,1,41,0,1-2 Year,Yes,31554,124,30,0,20.3,0,no,southwest,1242.26
683,Female,76,1,28,1,1-2 Year,No,37753,124,38,0,35.3,2,yes,southwest,40103.89
684,Female,47,1,30,0,1-2 Year,Yes,2630,154,227,0,24.3,0,no,northwest,9863.47
685,Male,36,1,35,0,1-2 Year,Yes,25017,124,203,0,18.5,1,no,southwest,4766.02
686,Male,46,1,28,0,1-2 Year,Yes,31663,26,235,0,26.4,2,no,northeast,11244.38
687,Female,35,1,3,0,1-2 Year,No,2630,26,43,0,26.1,2,no,northeast,7729.65
688,Female,66,1,8,0,1-2 Year,No,48089,7,205,0,41.7,0,no,southeast,5438.75
689,Male,61,1,8,0,> 2 Years,Yes,22257,124,171,1,24.1,1,no,southwest,26236.58
690,Female,23,1,41,1,< 1 Year,No,33860,152,217,0,31.1,1,yes,southeast,34806.47
691,Male,44,1,28,0,1-2 Year,No,50633,124,103,0,27.4,0,no,northeast,2104.11
692,Female,22,1,11,0,< 1 Year,Yes,35557,152,110,0,36.2,1,no,southwest,8068.19
693,Female,28,1,11,1,< 1 Year,No,2630,152,101,0,32.4,1,no,northwest,2362.23
694,Female,38,1,46,0,1-2 Year,Yes,2630,157,83,0,23.7,0,no,northwest,2352.97
695,Female,48,1,10,0,1-2 Year,Yes,39818,26,180,0,34.8,1,no,southwest,3578
696,Male,41,1,28,0,1-2 Year,Yes,49845,124,168,0,40.2,0,no,northwest,3201.25
697,Female,31,1,8,1,< 1 Year,No,41106,152,37,0,32.3,2,no,northeast,29186.48
698,Male,42,1,8,1,1-2 Year,No,2630,26,193,0,35.8,1,yes,southeast,40273.65
699,Male,48,1,41,1,1-2 Year,No,2630,124,18,0,33.7,0,no,northwest,10976.25
700,Male,42,1,28,0,1-2 Year,Yes,2630,122,235,0,39.3,2,no,southeast,3500.61
701,Female,24,1,47,1,< 1 Year,No,35665,152,174,0,34.9,0,no,southeast,2020.55
702,Male,76,1,3,1,1-2 Year,No,28290,26,146,0,44.7,0,no,northeast,9541.7
703,Female,43,1,28,0,1-2 Year,Yes,46174,26,21,1,41.5,0,no,southeast,9504.31
704,Female,25,1,28,1,< 1 Year,No,34410,152,219,0,26.4,1,no,northwest,5385.34
705,Male,43,1,28,0,1-2 Year,Yes,26259,124,116,0,29.5,1,no,northwest,8930.93
706,Female,35,1,46,0,1-2 Year,Yes,29036,124,227,1,32.9,2,no,southwest,5375.04
707,Female,24,1,11,1,< 1 Year,No,32803,152,239,0,38.1,0,yes,southeast,44400.41
708,Male,46,1,8,0,1-2 Year,No,35183,155,68,0,28.7,3,no,northwest,10264.44
709,Female,45,1,28,1,1-2 Year,No,28586,124,129,0,30.5,3,no,northeast,6113.23
710,Male,24,1,49,1,< 1 Year,No,19613,152,167,0,27.7,0,no,northeast,5469.01
711,Female,46,1,0,0,1-2 Year,Yes,2630,47,292,0,35.2,1,no,southeast,1727.54
712,Female,33,1,28,0,1-2 Year,Yes,28188,122,257,0,23.5,2,no,southeast,10107.22
713,Male,23,1,18,1,< 1 Year,No,18086,152,139,0,30.7,2,no,northwest,8310.84
714,Male,38,1,39,0,1-2 Year,Yes,2630,127,244,0,40.5,0,no,northeast,1984.45
715,Male,47,1,26,0,1-2 Year,Yes,28871,26,60,1,22.6,0,no,southwest,2457.5
716,Female,26,1,46,1,< 1 Year,No,30380,152,268,0,28.9,0,no,southwest,12146.97
717,Male,44,1,8,0,1-2 Year,Yes,32342,124,255,1,22.6,1,no,northwest,9566.99
718,Male,23,1,29,0,< 1 Year,Yes,28070,153,136,0,24.3,1,no,northwest,13112.6
719,Male,36,1,8,0,1-2 Year,Yes,32752,156,287,1,36.7,2,no,northwest,10848.13
720,Male,40,1,8,0,1-2 Year,Yes,71479,124,107,0,33.4,0,no,northwest,12231.61
721,Male,24,1,10,1,< 1 Year,No,31953,152,83,0,40.7,0,no,northeast,9875.68
722,Male,39,1,18,0,1-2 Year,Yes,43177,124,12,0,36.6,3,no,southwest,11264.54
723,Female,42,1,28,1,1-2 Year,No,61279,26,224,0,37.4,0,no,southwest,12979.36
724,Female,76,1,29,1,1-2 Year,No,48834,26,54,0,35.4,0,no,southwest,1263.25
725,Female,31,1,10,1,< 1 Year,No,30459,152,295,0,27.1,1,no,northeast,10106.13
726,Female,21,1,15,0,< 1 Year,Yes,31946,152,216,0,39.1,3,yes,southeast,40932.43
727,Male,48,1,37,1,1-2 Year,No,22242,26,283,0,28.4,1,no,northwest,6664.69
728,Female,23,1,27,0,< 1 Year,No,27629,152,228,0,21.8,1,yes,northeast,16657.72
729,Male,28,1,9,1,< 1 Year,No,34010,152,145,0,40.3,0,no,northeast,2217.6
730,Female,43,1,28,0,1-2 Year,Yes,41103,26,258,0,36.1,1,no,southeast,6781.35
731,Male,35,1,28,0,1-2 Year,Yes,33273,122,255,0,24.4,3,yes,southeast,19362
732,Female,35,1,28,0,1-2 Year,Yes,39339,124,170,0,21.4,1,no,southwest,10065.41
733,Male,77,1,28,0,1-2 Year,Yes,2630,26,109,1,30.1,3,no,southwest,4234.93
734,Female,24,1,33,1,< 1 Year,Yes,31546,152,268,0,27.3,1,no,northeast,9447.25
735,Male,50,1,28,0,> 2 Years,Yes,53905,124,253,1,32.1,3,no,southwest,14007.22
736,Female,69,1,28,0,1-2 Year,Yes,48756,124,285,0,34.8,1,no,northwest,9583.89
737,Female,24,1,37,0,< 1 Year,Yes,49007,152,115,0,38.4,0,yes,southeast,40419.02
738,Male,29,1,8,1,< 1 Year,No,46278,152,69,0,23.7,2,no,southwest,3484.33
739,Male,43,1,28,0,1-2 Year,Yes,29921,26,146,1,31.7,3,yes,northeast,36189.1
740,Male,70,1,28,1,1-2 Year,No,36785,13,211,0,35.5,2,yes,southwest,44585.46
741,Male,50,1,8,0,1-2 Year,Yes,2630,26,276,0,24,2,no,northeast,8604.48
742,Male,29,1,18,1,< 1 Year,No,36528,152,270,0,29.2,0,yes,southeast,18246.5
743,Male,23,1,28,1,< 1 Year,No,42463,152,160,0,34.1,0,yes,northeast,43254.42
744,Male,20,1,39,1,< 1 Year,No,31515,160,167,0,26.6,0,no,southeast,3757.84
745,Male,29,1,4,1,< 1 Year,No,23080,152,103,0,26.4,0,no,northwest,8827.21
746,Female,68,1,47,1,1-2 Year,No,25075,26,108,0,30.1,1,no,northwest,9910.36
747,Male,25,1,27,0,< 1 Year,Yes,27136,152,155,0,27,2,no,southwest,11737.85
748,Male,48,1,28,0,1-2 Year,Yes,31502,26,125,0,21.8,0,no,northwest,1627.28
749,Male,46,1,28,0,> 2 Years,Yes,38166,26,37,1,36,1,no,southwest,8556.91
750,Male,44,1,28,1,1-2 Year,Yes,33844,26,81,0,30.9,0,no,northwest,3062.51
751,Male,49,1,30,0,1-2 Year,Yes,2630,26,59,1,26.4,0,yes,southeast,19539.24
752,Male,53,1,30,1,1-2 Year,No,2630,26,208,0,29,0,no,northwest,1906.36
753,Male,24,1,7,0,< 1 Year,No,32560,152,291,0,37.9,0,no,northwest,14210.54
754,Male,61,1,3,0,1-2 Year,Yes,27238,30,206,0,22.8,0,no,southeast,11833.78
755,Female,33,1,28,0,< 1 Year,Yes,43563,154,240,0,33.6,4,no,northeast,17128.43
756,Female,49,1,8,0,> 2 Years,Yes,40190,124,209,0,27.6,2,no,northeast,5031.27
757,Female,53,1,33,0,1-2 Year,Yes,47367,124,254,0,22.8,3,no,northeast,7985.82
758,Male,46,1,36,1,1-2 Year,No,37565,26,18,0,27.8,0,yes,southeast,23065.42
759,Female,44,1,28,0,1-2 Year,Yes,42376,124,298,0,37.4,3,no,northeast,5428.73
760,Male,25,1,32,1,< 1 Year,No,2630,160,114,0,38.2,0,yes,southeast,36307.8
761,Male,26,1,15,0,< 1 Year,No,44116,152,125,0,34.6,2,no,northeast,3925.76
762,Female,40,1,28,0,1-2 Year,Yes,2630,124,197,1,35.2,1,no,southwest,2416.96
763,Female,48,1,3,0,1-2 Year,Yes,28795,124,286,0,27.1,1,yes,southwest,19040.88
764,Female,35,1,28,0,1-2 Year,Yes,22773,124,193,0,26,0,no,northeast,3070.81
765,Male,59,1,28,0,1-2 Year,Yes,2630,156,245,0,25.2,2,no,northeast,9095.07
766,Female,23,1,33,1,< 1 Year,No,22900,152,24,0,31.8,0,no,northwest,11842.62
767,Female,69,1,18,0,1-2 Year,Yes,30539,124,107,1,32.3,1,no,southwest,8062.76
768,Female,72,1,28,1,1-2 Year,No,65452,26,38,0,29,1,no,southwest,7050.64
769,Female,44,1,41,0,1-2 Year,Yes,41968,124,222,0,39.7,0,no,southwest,14319.03
770,Male,30,1,8,1,< 1 Year,No,45553,160,295,0,19.5,2,no,northwest,6933.24
771,Female,31,1,28,1,1-2 Year,No,34827,124,71,0,36.1,3,no,southwest,27941.29
772,Male,48,1,8,1,1-2 Year,No,39109,78,51,0,26.7,2,no,southwest,11150.78
773,Female,33,1,18,1,< 1 Year,No,33981,152,248,0,36.5,0,no,northeast,12797.21
774,Female,21,1,3,1,< 1 Year,No,31286,152,286,0,28.9,0,yes,northwest,17748.51
775,Male,58,1,28,0,1-2 Year,Yes,2630,158,180,1,34.2,2,no,northwest,7261.74
776,Male,52,1,3,0,1-2 Year,No,29058,26,198,0,33.3,3,no,southeast,10560.49
777,Male,44,1,35,0,1-2 Year,No,2630,89,88,0,32.3,2,no,northwest,6986.7
778,Male,20,1,13,0,< 1 Year,Yes,2630,160,222,0,39.8,0,no,northeast,7448.4
779,Male,23,1,28,0,< 1 Year,Yes,40765,152,144,0,34.3,3,no,southeast,5934.38
780,Female,24,1,37,0,< 1 Year,Yes,21408,160,202,0,28.9,0,no,northwest,9869.81
781,Male,45,1,28,1,1-2 Year,No,36212,124,82,0,24.4,3,yes,southwest,18259.22
782,Male,77,1,28,1,1-2 Year,No,33249,122,267,0,41.1,0,no,southeast,1146.8
783,Female,23,1,30,1,< 1 Year,No,26275,152,108,0,36,1,no,southeast,9386.16
784,Male,24,1,8,1,< 1 Year,No,33265,152,57,0,27.6,1,yes,southwest,24520.26
785,Female,37,1,33,0,1-2 Year,No,41890,124,167,0,29.3,1,no,southeast,4350.51
786,Male,40,1,8,0,1-2 Year,Yes,31043,124,279,0,27.7,3,no,southwest,6414.18
787,Male,65,1,48,0,1-2 Year,Yes,2630,26,90,0,37,0,no,northeast,12741.17
788,Female,54,1,41,1,1-2 Year,No,19700,26,39,0,36.9,0,no,northwest,1917.32
789,Male,33,1,28,0,1-2 Year,Yes,43580,26,37,0,22.5,3,no,northeast,5209.58
790,Male,40,1,28,0,1-2 Year,Yes,28113,124,278,1,29.9,0,no,southeast,13457.96
791,Male,20,1,8,1,< 1 Year,No,44400,160,275,0,41.8,0,no,southeast,5662.23
792,Female,20,1,2,1,< 1 Year,Yes,31207,160,195,0,27.6,0,no,southwest,1252.41
793,Male,24,1,8,0,< 1 Year,No,2630,152,12,0,23.2,0,no,northeast,2731.91
794,Male,52,1,3,0,1-2 Year,Yes,28088,26,285,1,20.9,0,yes,southeast,21195.82
795,Male,71,1,16,0,1-2 Year,Yes,2630,26,134,0,31.9,2,no,northwest,7209.49
796,Female,23,1,43,0,< 1 Year,Yes,46257,152,215,0,28.5,0,yes,northwest,18310.74
797,Male,26,1,27,1,< 1 Year,No,49625,152,151,0,44.2,2,no,southeast,4266.17
798,Female,27,1,25,1,< 1 Year,No,29214,152,46,0,22.9,1,no,northeast,4719.52
799,Female,23,1,8,1,< 1 Year,No,50423,152,73,0,33.1,0,no,southwest,11848.14
800,Male,45,1,28,1,1-2 Year,No,29055,124,279,0,24.8,0,yes,northeast,17904.53
801,Male,26,1,14,1,< 1 Year,No,24354,151,171,0,26.2,1,no,southeast,7046.72
802,Male,23,1,28,1,< 1 Year,No,57911,152,34,0,36,0,no,southeast,14313.85
803,Female,29,1,15,1,< 1 Year,No,37098,152,185,0,22.3,1,no,southwest,2103.08
804,Female,45,1,28,1,1-2 Year,No,2630,32,214,0,42.2,0,yes,southeast,38792.69
805,Female,26,1,28,1,< 1 Year,Yes,42200,26,251,0,26.5,0,no,southeast,1815.88
806,Male,38,1,48,0,1-2 Year,Yes,2630,124,10,1,35.8,0,no,northwest,7731.86
807,Female,67,1,29,0,1-2 Year,Yes,45459,124,267,1,41.4,1,no,northwest,28476.73
808,Female,21,1,36,1,< 1 Year,No,32204,160,221,0,36.6,0,no,northwest,2136.88
809,Female,24,1,3,1,< 1 Year,Yes,29376,160,112,0,30.1,0,no,southeast,1131.51
810,Female,24,1,8,1,< 1 Year,No,58326,152,96,0,25.8,1,no,northeast,3309.79
811,Male,22,1,2,1,< 1 Year,No,34772,152,105,0,30.8,3,no,southwest,9414.92
812,Female,25,1,37,0,< 1 Year,Yes,47183,152,204,0,42.9,3,no,northwest,6360.99
813,Female,54,1,50,1,1-2 Year,No,32573,154,153,0,21,2,no,southeast,11013.71
814,Male,62,1,28,0,1-2 Year,Yes,38052,124,82,1,22.5,2,no,northeast,4428.89
815,Female,26,1,28,1,< 1 Year,No,38448,152,216,0,34.4,2,no,southeast,5584.31
816,Female,22,1,33,1,< 1 Year,No,38214,152,21,0,31.5,0,no,southeast,1877.93
817,Female,36,1,28,1,1-2 Year,No,2630,125,232,0,24.2,0,no,northwest,2842.76
818,Female,59,1,8,0,1-2 Year,Yes,80682,124,280,0,37.1,3,no,southwest,3597.6
819,Female,23,1,39,1,< 1 Year,No,50821,152,201,0,26.1,1,yes,northeast,23401.31
820,Female,67,1,41,0,1-2 Year,Yes,40821,124,73,0,35.5,0,yes,northwest,55135.4
821,Female,41,1,38,0,1-2 Year,Yes,30438,124,299,0,33.7,1,no,southwest,7445.92
822,Male,25,1,11,1,< 1 Year,No,18009,160,87,0,17.7,0,no,northwest,2680.95
823,Female,46,1,28,0,1-2 Year,Yes,30184,124,110,0,31.1,0,no,southeast,1621.88
824,Female,23,1,14,0,< 1 Year,Yes,27404,152,293,0,29.8,2,no,southeast,8219.2
825,Female,26,1,9,1,< 1 Year,No,37801,152,121,0,24.3,0,no,northwest,12523.6
826,Female,37,1,35,0,1-2 Year,No,2630,26,71,0,31.8,2,no,northeast,16069.08
827,Male,66,1,50,1,1-2 Year,No,38590,8,76,0,31.8,2,yes,southeast,43813.87
828,Female,33,1,13,0,1-2 Year,No,38411,124,176,0,28,1,yes,northeast,20773.63
829,Female,25,1,28,1,< 1 Year,No,29046,152,134,0,30.8,3,yes,northeast,39597.41
830,Male,23,1,29,1,< 1 Year,No,36838,152,182,0,21.9,1,no,northwest,6117.49
831,Male,56,1,28,1,1-2 Year,No,48462,124,22,0,33.1,0,no,southwest,13393.76
832,Female,41,1,35,0,1-2 Year,Yes,30495,10,136,0,25.8,0,no,northwest,5266.37
833,Male,20,1,30,0,< 1 Year,No,25497,160,11,0,23.8,2,no,northwest,4719.74
834,Male,25,1,37,0,< 1 Year,Yes,31531,152,49,1,34.4,0,no,northwest,11743.93
835,Male,66,1,41,0,1-2 Year,Yes,47749,26,144,0,33.8,1,no,northwest,5377.46
836,Female,25,1,18,1,< 1 Year,No,25162,152,155,0,36,2,no,southeast,7160.33
837,Female,29,1,33,1,< 1 Year,No,52537,152,291,0,31.5,0,no,southwest,4402.23
838,Male,25,1,8,1,< 1 Year,No,2630,152,16,0,28.3,0,no,northeast,11657.72
839,Male,52,1,8,0,1-2 Year,Yes,54581,26,234,0,23.5,2,no,northeast,6402.29
840,Male,77,1,28,0,> 2 Years,Yes,60083,26,191,0,31.4,0,no,northwest,12622.18
841,Male,21,1,8,0,< 1 Year,Yes,66657,152,59,0,31.1,0,no,southwest,1526.31
842,Female,24,1,17,1,< 1 Year,No,28385,152,164,0,24.7,0,no,northeast,12323.94
843,Female,24,1,37,0,< 1 Year,No,47282,152,65,0,32.8,2,yes,southeast,36021.01
844,Male,39,1,28,1,1-2 Year,No,38452,8,230,0,29.8,0,yes,southeast,27533.91
845,Male,44,1,17,0,1-2 Year,Yes,37272,124,231,0,30.5,0,no,northeast,10072.06
846,Female,44,1,28,0,1-2 Year,Yes,43624,26,28,1,32.5,0,yes,southeast,45008.96
847,Male,43,1,39,0,1-2 Year,Yes,2630,124,26,1,34.2,1,no,southwest,9872.7
